GVKEY,LIID,datadate,fyear,conm,adrr,fic
010719,01,19911231,1991,AUDITS & SURVEYS WORLDWIDE,,USA
010720,01,19901231,1990,TRIANGLE HOME PRODUCTS INC,,USA
010724,01,19900331,1989,TRIDEX CORP,,USA
010724,01,19910331,1990,TRIDEX CORP,,USA
010726,01,19901231,1990,TRIBUNE MEDIA CO,,USA
010726,01,19911231,1991,TRIBUNE MEDIA CO,,USA
010728,01,19901231,1990,TRIBUNE/SWAB-FOX COS  -CL A,,USA
010728,01,19911231,1991,TRIBUNE/SWAB-FOX COS  -CL A,,USA
010732,01,19901231,1990,TRICO PRODUCTS CORP,,USA
010732,01,19911231,1991,TRICO PRODUCTS CORP,,USA
010733,01,19901231,1990,ELXSI CORP,,USA
010733,01,19911231,1991,ELXSI CORP,,USA
010734,01,19900930,1990,TRIMEDYNE INC,,USA
010734,01,19910930,1991,TRIMEDYNE INC,,USA
010735,01,19900331,1989,TRINITY INDUSTRIES,,USA
010735,01,19910331,1990,TRINITY INDUSTRIES,,USA
010740,01,19900630,1990,TRIO-TECH INTERNATIONAL,,USA
010740,01,19910630,1991,TRIO-TECH INTERNATIONAL,,USA
010741,01,19901231,1990,TRION INC,,USA
010741,01,19911231,1991,TRION INC,,USA
010743,01,19900531,1989,TRITON ENERGY LTD,,CYM
010743,01,19910531,1990,TRITON ENERGY LTD,,CYM
010744,01,19900131,1989,TRITON GROUP LTD  -OLD,,USA
010751,01,19901231,1990,TJ INTERNATIONAL INC,,USA
010751,01,19911231,1991,TJ INTERNATIONAL INC,,USA
010754,01,19901231,1990,TSENG LABORATORIES INC,,USA
010754,01,19911231,1991,TSENG LABORATORIES INC,,USA
010756,01,19900331,1989,TUCKER DRILLING CO INC,,USA
010756,01,19910331,1990,TUCKER DRILLING CO INC,,USA
010757,01,19901231,1990,UNS ENERGY CORP,,USA
010757,01,19911231,1991,UNS ENERGY CORP,,USA
010764,01,19901231,1990,TULTEX CORP,,USA
010764,01,19911231,1991,TULTEX CORP,,USA
010768,01,19900630,1990,TURF PARADISE INC,,USA
010768,01,19910630,1991,TURF PARADISE INC,,USA
010769,01,19901231,1990,TURNER BROADCASTING  -CL B,,USA
010769,01,19911231,1991,TURNER BROADCASTING  -CL B,,USA
010770,01,19901231,1990,TURNER CORP,,USA
010770,01,19911231,1991,TURNER CORP,,USA
010777,01,19900630,1990,TWIN DISC INC,,USA
010777,01,19910630,1991,TWIN DISC INC,,USA
010779,01,19900131,1989,TWISTEE TREAT CORP,,USA
010781,01,19901231,1990,CANNON PICTURES INC,,USA
010781,01,19911231,1991,CANNON PICTURES INC,,USA
010785,01,19901031,1990,202 DATA SYSTEMS INC,,USA
010785,01,19911031,1991,202 DATA SYSTEMS INC,,USA
010787,01,19900531,1989,TYCO INTERNATIONAL PLC,,IRL
010787,01,19900630,1990,TYCO INTERNATIONAL PLC,,IRL
010787,01,19910630,1991,TYCO INTERNATIONAL PLC,,IRL
010789,01,19901231,1990,TYLER TECHNOLOGIES INC,,USA
010789,01,19911231,1991,TYLER TECHNOLOGIES INC,,USA
010791,01,19900630,1990,BULOVA TECHNOLOGIES GP INC,,USA
010791,01,19910630,1991,BULOVA TECHNOLOGIES GP INC,,USA
010793,01,19900930,1990,TYSON FOODS INC  -CL A,,USA
010793,01,19910930,1991,TYSON FOODS INC  -CL A,,USA
010795,01,19901231,1990,UNITED AIRLINES HOLDINGS INC,,USA
010795,01,19911231,1991,UNITED AIRLINES HOLDINGS INC,,USA
010799,01,19901231,1990,UDC HOMES INC  -LP,,USA
010799,01,19911231,1991,UDC HOMES INC  -LP,,USA
010801,01,19901231,1990,UGI CORP,,USA
010801,01,19911231,1991,UGI CORP,,USA
010804,01,19900930,1990,UMC ELECTRONICS CO,,USA
010804,01,19910930,1991,UMC ELECTRONICS CO,,USA
010809,01,19901231,1990,UNC INC,,USA
010809,01,19911231,1991,UNC INC,,USA
010810,01,19901231,1990,FRANKFORT TOWER INDS INC,,USA
010810,01,19911231,1991,FRANKFORT TOWER INDS INC,,USA
010813,01,19901031,1990,URS CORP,,USA
010813,01,19911031,1991,URS CORP,,USA
010815,01,19901231,1990,USF&G CORP,,USA
010815,01,19911231,1991,USF&G CORP,,USA
010816,01,19901231,1990,USG CORP,,USA
010816,01,19911231,1991,USG CORP,,USA
010817,01,19901231,1990,USLICO CORP,,USA
010817,01,19911231,1991,USLICO CORP,,USA
010819,01,19901231,1990,USP REAL ESTATE INVT TRUST,,USA
010819,01,19911231,1991,USP REAL ESTATE INVT TRUST,,USA
010820,01,19901231,1990,USR INDUSTRIES INC,,USA
010820,01,19911231,1991,USR INDUSTRIES INC,,USA
010826,01,19900430,1989,ALLERION INC,,USA
010826,01,19910430,1990,ALLERION INC,,USA
010827,01,19901231,1990,MDI INC,,USA
010827,01,19911231,1991,MDI INC,,USA
010832,01,19900331,1989,UNICO AMERICAN CORP,,USA
010832,01,19910331,1990,UNICO AMERICAN CORP,,USA
010839,01,19900630,1990,UNIFI INC,,USA
010839,01,19910630,1991,UNIFI INC,,USA
010840,01,19900831,1990,UNIFIRST CORP,,USA
010840,01,19910831,1991,UNIFIRST CORP,,USA
010841,01,19900131,1989,UNIFLEX INC,,USA
010841,01,19910131,1990,UNIFLEX INC,,USA
010843,01,19901231,1990,UNIFORCE SERVICES INC,,USA
010843,01,19911231,1991,UNIFORCE SERVICES INC,,USA
010848,01,19900930,1990,UNIMED PHARMACEUTICALS INC,,USA
010848,01,19910930,1991,UNIMED PHARMACEUTICALS INC,,USA
010855,01,19901231,1990,UNION CAMP CORP,,USA
010855,01,19911231,1991,UNION CAMP CORP,,USA
010857,01,19901231,1990,UNION CARBIDE CORP,,USA
010857,01,19911231,1991,UNION CARBIDE CORP,,USA
010859,01,19900630,1990,UNION CORP,,USA
010859,01,19910630,1991,UNION CORP,,USA
010860,01,19901231,1990,AMEREN CORP,,USA
010860,01,19911231,1991,AMEREN CORP,,USA
010867,01,19901231,1990,UNION PACIFIC CORP,,USA
010867,01,19911231,1991,UNION PACIFIC CORP,,USA
010868,01,19901231,1990,UNION PLANTERS CORP,,USA
010868,01,19911231,1991,UNION PLANTERS CORP,,USA
010877,01,19901231,1990,UNIT CORP,,USA
010877,01,19911231,1991,UNIT CORP,,USA
010880,01,19901231,1990,UNITED ARTISTS ENT  -CL A,,USA
010883,01,19901231,1990,UNITED BANKS OF COLORADO,,USA
010884,01,19901231,1990,CHIQUITA BRANDS INTL INC,,USA
010884,01,19911231,1991,CHIQUITA BRANDS INTL INC,,USA
010888,01,19901231,1990,UNITED CITIES GAS CO,,USA
010888,01,19911231,1991,UNITED CITIES GAS CO,,USA
010889,01,19901231,1990,UNITED COS FINANCIAL CORP,,USA
010889,01,19911231,1991,UNITED COS FINANCIAL CORP,,USA
010894,01,19901231,1990,UDR INC,,USA
010894,01,19911231,1991,UDR INC,,USA
010895,01,19900131,1989,UNITED EDUCATION & SOFTWARE,,USA
010899,01,19900228,1989,UNITED FOODS  -CL A,,USA
010899,01,19910228,1990,UNITED FOODS  -CL A,,USA
010902,01,19900228,1989,UNITED-GUARDIAN INC,,USA
010902,01,19910228,1990,UNITED-GUARDIAN INC,,USA
010902,01,19911231,1991,UNITED-GUARDIAN INC,,USA
010903,01,19901231,1990,UNITEDHEALTH GROUP INC,,USA
010903,01,19911231,1991,UNITEDHEALTH GROUP INC,,USA
010905,01,19901231,1990,UIL HOLDINGS CORP,,USA
010905,01,19911231,1991,UIL HOLDINGS CORP,,USA
010906,01,19901231,1990,UNITED INDUSTRIAL CORP,,USA
010906,01,19911231,1991,UNITED INDUSTRIAL CORP,,USA
010907,01,19900930,1990,UNITED INNS INC,,USA
010907,01,19910930,1991,UNITED INNS INC,,USA
010909,01,19901231,1990,SUMMIT BANCORP,,USA
010909,01,19911231,1991,SUMMIT BANCORP,,USA
010914,01,19901231,1990,UNITED MEDICAL CORP,,USA
010914,01,19911231,1991,UNITED MEDICAL CORP,,USA
010915,01,19900630,1990,UNITED MERCHANTS &MFRS,,USA
010915,01,19910630,1991,UNITED MERCHANTS &MFRS,,USA
010916,01,19901231,1990,UMB FINANCIAL CORP,,USA
010916,01,19911231,1991,UMB FINANCIAL CORP,,USA
010917,01,19901130,1990,UMH PROPERTIES INC,,USA
010917,01,19911231,1991,UMH PROPERTIES INC,,USA
010921,01,19901231,1990,UNITED PARK CITY MINES,,USA
010921,01,19911231,1991,UNITED PARK CITY MINES,,USA
010930,01,19901231,1990,U S ANTIMONY CORP,,USA
010931,01,19901231,1990,U S BANCORP-OLD,,USA
010931,01,19911231,1991,U S BANCORP-OLD,,USA
010934,01,19900430,1989,AMERICAN CAPITAL HOLDINGS,,USA
010938,01,19900531,1989,U S ENERGY CORP/WY,,USA
010938,01,19910531,1990,U S ENERGY CORP/WY,,USA
010946,01,19901231,1990,US AIRWAYS GROUP INC-OLD,,USA
010946,01,19911231,1991,US AIRWAYS GROUP INC-OLD,,USA
010948,01,19901231,1990,U S HEALTHCARE INC,,USA
010948,01,19911231,1991,U S HEALTHCARE INC,,USA
010950,01,19901231,1990,U S HOME CORP,,USA
010950,01,19911231,1991,U S HOME CORP,,USA
010960,01,19901231,1990,USMX INC,,USA
010960,01,19911231,1991,USMX INC,,USA
010969,01,19900131,1989,U S SHOE CORP,,USA
010969,01,19910131,1990,U S SHOE CORP,,USA
010972,01,19901231,1990,U S SURGICAL CORP,,USA
010972,01,19911231,1991,U S SURGICAL CORP,,USA
010974,01,19901231,1990,UST INC,,USA
010974,01,19911231,1991,UST INC,,USA
010978,01,19901231,1990,U S TRUST CORP,,USA
010978,01,19911231,1991,U S TRUST CORP,,USA
010981,01,19900831,1990,ESSENDANT INC,,USA
010981,01,19910831,1991,ESSENDANT INC,,USA
010982,01,19901031,1990,CANAL CAPITAL CORP,,USA
010982,01,19911031,1991,CANAL CAPITAL CORP,,USA
010983,01,19901231,1990,RAYTHEON TECHNOLOGIES CORP,,USA
010983,01,19911231,1991,RAYTHEON TECHNOLOGIES CORP,,USA
010984,01,19901231,1990,SPRINT CORP,,USA
010984,01,19911231,1991,SPRINT CORP,,USA
010990,01,19901231,1990,UNITED TELEVISION INC,,USA
010990,01,19911231,1991,UNITED TELEVISION INC,,USA
010991,01,19901031,1990,SCIENTIFIC GAMES CORP,,USA
010991,01,19911031,1991,SCIENTIFIC GAMES CORP,,USA
010992,01,19901231,1990,CRESTAR FINANCIAL CORP,,USA
010992,01,19911231,1991,CRESTAR FINANCIAL CORP,,USA
010993,01,19901231,1990,UNITED WATER RESOURCES,,USA
010993,01,19911231,1991,UNITED WATER RESOURCES,,USA
010998,01,19900831,1990,UNITEL VIDEO INC,,USA
010998,01,19910831,1991,UNITEL VIDEO INC,,USA
010999,01,19901231,1990,UNITIL CORP,,USA
010999,01,19911231,1991,UNITIL CORP,,USA
011001,01,19900131,1989,UNITRODE CORP,,USA
011001,01,19910131,1990,UNITRODE CORP,,USA
011003,01,19900228,1989,UNIVAR CORP,,USA
011003,01,19910228,1990,UNIVAR CORP,,USA
011010,01,19901031,1990,CANARGO ENERGY CORP,,USA
011010,01,19911031,1991,CANARGO ENERGY CORP,,USA
011012,01,19900930,1990,SENSIENT TECHNOLOGIES CORP,,USA
011012,01,19910930,1991,SENSIENT TECHNOLOGIES CORP,,USA
011017,01,19900630,1990,UNIVERSAL CORP/VA,,USA
011017,01,19910630,1991,UNIVERSAL CORP/VA,,USA
011027,01,19900331,1989,UNIVERSAL SECURITY INSTRUMNT,,USA
011027,01,19910331,1990,UNIVERSAL SECURITY INSTRUMNT,,USA
011030,01,19900630,1990,THERMO VOLTEK CORP,,USA
011030,01,19911231,1991,THERMO VOLTEK CORP,,USA
011032,01,19901231,1990,UNIVERSAL HEALTH SVCS INC,,USA
011032,01,19911231,1991,UNIVERSAL HEALTH SVCS INC,,USA
011034,01,19901231,1990,UNIVERSITY GRAPHICS INC,,USA
011035,01,19900731,1990,CALMARE THERAPEUTICS INC,,USA
011035,01,19910731,1991,CALMARE THERAPEUTICS INC,,USA
011038,01,19901231,1990,UNOCAL CORP,,USA
011038,01,19911231,1991,UNOCAL CORP,,USA
011040,01,19901231,1990,PHARMACIA & UPJOHN INC,,USA
011040,01,19911231,1991,PHARMACIA & UPJOHN INC,,USA
011042,01,19901231,1990,UPPER PENINSULA ENERGY CORP,,USA
011042,01,19911231,1991,UPPER PENINSULA ENERGY CORP,,USA
011049,01,19901231,1990,USLIFE CORP,,USA
011049,01,19911231,1991,USLIFE CORP,,USA
011051,01,19901231,1990,UTAH MEDICAL PRODUCTS INC,,USA
011051,01,19911231,1991,UTAH MEDICAL PRODUCTS INC,,USA
011054,01,19901231,1990,GEOWASTE INC,,USA
011054,01,19911231,1991,GEOWASTE INC,,USA
011056,01,19901231,1990,AQUILA INC,,USA
011056,01,19911231,1991,AQUILA INC,,USA
011058,01,19901031,1990,V BAND CORPORATION,,USA
011058,01,19911031,1991,V BAND CORPORATION,,USA
011060,01,19901231,1990,VF CORP,,USA
011060,01,19911231,1991,VF CORP,,USA
011062,01,19901231,1990,VLSI TECHNOLOGY INC,,USA
011062,01,19911231,1991,VLSI TECHNOLOGY INC,,USA
011063,01,19901231,1990,SYSTEMS CENTER INC,,USA
011063,01,19911231,1991,SYSTEMS CENTER INC,,USA
011064,01,19900630,1990,VMX INC,,USA
011064,01,19910630,1991,VMX INC,,USA
011065,01,19901231,1990,VSE CORP,,USA
011065,01,19911231,1991,VSE CORP,,USA
011068,01,19900531,1989,VTN CORP,,USA
011068,01,19910531,1990,VTN CORP,,USA
011071,01,19900831,1990,VACATION SPA RESORTS,,USA
011071,01,19910831,1991,VACATION SPA RESORTS,,USA
011074,01,19900630,1990,SONOMA WEST HOLDINGS INC,,USA
011074,01,19910630,1991,SONOMA WEST HOLDINGS INC,,USA
011083,01,19901231,1990,VALID LOGIC SYSTEMS INC,,USA
011084,01,19900531,1989,VALLEN CORP,,USA
011084,01,19910531,1990,VALLEN CORP,,USA
011088,01,19901231,1990,VALLEY FORGE CORP,,USA
011088,01,19911231,1991,VALLEY FORGE CORP,,USA
011089,01,19901130,1990,VALLEY INDUSTRIES,,USA
011090,01,19901231,1990,VALLEY NATIONAL CORP ARIZONA,,USA
011090,01,19911231,1991,VALLEY NATIONAL CORP ARIZONA,,USA
011091,01,19900831,1990,VALLEY RESOURCES INC,,USA
011091,01,19910831,1991,VALLEY RESOURCES INC,,USA
011094,01,19901231,1990,VALMONT INDUSTRIES INC,,USA
011094,01,19911231,1991,VALMONT INDUSTRIES INC,,USA
011096,01,19901031,1990,VALSPAR CORP,,USA
011096,01,19911031,1991,VALSPAR CORP,,USA
011099,01,19900430,1989,VALUE LINE INC,,USA
011099,01,19910430,1990,VALUE LINE INC,,USA
011101,01,19901231,1990,VAN DORN CO,,USA
011101,01,19911231,1991,VAN DORN CO,,USA
011109,01,19900930,1990,VANZETTI SYSTEMS INC,,USA
011109,01,19910930,1991,VANZETTI SYSTEMS INC,,USA
011113,01,19901231,1990,VARCO INTERNATIONAL-OLD,,USA
011113,01,19911231,1991,VARCO INTERNATIONAL-OLD,,USA
011114,01,19900930,1990,VARI-CARE INC,,USA
011114,01,19910930,1991,VARI-CARE INC,,USA
011115,01,19900930,1990,VARIAN MEDICAL SYSTEMS INC,,USA
011115,01,19910930,1991,VARIAN MEDICAL SYSTEMS INC,,USA
011117,01,19900131,1989,VARLEN CORP,,USA
011117,01,19910131,1990,VARLEN CORP,,USA
011128,01,19900930,1990,VELCRO INDUSTRIES NV,,ANT
011128,01,19910930,1991,VELCRO INDUSTRIES NV,,ANT
011129,01,19901231,1990,VELOBIND INC,,USA
011132,01,19900930,1990,VENTREX LABORATORIES INC,,USA
011135,01,19900331,1989,RATIONAL SOFTWARE CORP,,USA
011135,01,19910331,1990,RATIONAL SOFTWARE CORP,,USA
011137,01,19900630,1990,VERIT INDUSTRIES,,USA
011137,01,19910630,1991,VERIT INDUSTRIES,,USA
011139,01,19900930,1990,VERMONT RESEARCH INC,,USA
011139,01,19910930,1991,VERMONT RESEARCH INC,,USA
011145,01,19900331,1989,VERSA TECHNOLOGIES INC,,USA
011145,01,19910331,1990,VERSA TECHNOLOGIES INC,,USA
011150,01,19900430,1989,VESPER CORP,,USA
011150,01,19910430,1990,VESPER CORP,,USA
011155,01,19901231,1990,CONTINENTAL CAN/DE,,USA
011155,01,19911231,1991,CONTINENTAL CAN/DE,,USA
011159,01,19901231,1990,ASIAN-AMERICAN INTL,,USA
011159,01,19911231,1991,ASIAN-AMERICAN INTL,,USA
011160,01,19901231,1990,VICON FIBER OPTICS CORP,,USA
011161,01,19900930,1990,VICON INDUSTRIES INC,,USA
011161,01,19910930,1991,VICON INDUSTRIES INC,,USA
011162,01,19901031,1990,VICORP RESTAURANTS INC,,USA
011162,01,19911031,1991,VICORP RESTAURANTS INC,,USA
011169,01,19900228,1989,VIDEO DISPLAY CORP,,USA
011169,01,19910228,1990,VIDEO DISPLAY CORP,,USA
011172,01,19900630,1990,CUISINE SOLUTIONS INC,,USA
011172,01,19910630,1991,CUISINE SOLUTIONS INC,,USA
011178,01,19900731,1990,VILLAGE SUPER MARKET  -CL A,,USA
011178,01,19910731,1991,VILLAGE SUPER MARKET  -CL A,,USA
011183,01,19901231,1990,VIRAGEN INC,,USA
011184,01,19901130,1990,VIRATEK INC,,USA
011184,01,19911231,1991,VIRATEK INC,,USA
011185,01,19900131,1989,VIRCO MFG. CORP,,USA
011185,01,19910131,1990,VIRCO MFG. CORP,,USA
011191,01,19901231,1990,VISHAY INTERTECHNOLOGY INC,,USA
011191,01,19911231,1991,VISHAY INTERTECHNOLOGY INC,,USA
011196,01,19901231,1990,FUQUA ENTERPRISES INC,,USA
011196,01,19911231,1991,FUQUA ENTERPRISES INC,,USA
011197,01,19901231,1990,VISTA ORGANIZATION LTD,,USA
011198,01,19900331,1989,VISUAL INDUSTRIES INC,,USA
011198,01,19910331,1990,VISUAL INDUSTRIES INC,,USA
011206,01,19901231,1990,VITRONICS CORP,,USA
011206,01,19911231,1991,VITRONICS CORP,,USA
011208,01,19901231,1990,VIVIGEN INC,,USA
011208,01,19911231,1991,VIVIGEN INC,,USA
011212,01,19901231,1990,VOIT CORP,,USA
011212,01,19911231,1991,VOIT CORP,,USA
011213,01,19901031,1990,VOLT INFO SCIENCES INC,,USA
011213,01,19911031,1991,VOLT INFO SCIENCES INC,,USA
011218,01,19901231,1990,ELOT INC,,USA
011218,01,19911231,1991,ELOT INC,,USA
011219,01,19901231,1990,VOPLEX CORP,,USA
011220,01,19900131,1989,VORNADO REALTY TRUST,,USA
011220,01,19901231,1990,VORNADO REALTY TRUST,,USA
011220,01,19911231,1991,VORNADO REALTY TRUST,,USA
011225,01,19901231,1990,VULCAN INTL CORP,,USA
011225,01,19911231,1991,VULCAN INTL CORP,,USA
011228,01,19901231,1990,VULCAN MATERIALS CO,,USA
011228,01,19911231,1991,VULCAN MATERIALS CO,,USA
011234,01,19900831,1990,WD-40 CO,,USA
011234,01,19910831,1991,WD-40 CO,,USA
011236,01,19901231,1990,WICOR INC,,USA
011236,01,19911231,1991,WICOR INC,,USA
011247,01,19901231,1990,WACHOVIA CORP-OLD,,USA
011247,01,19911231,1991,WACHOVIA CORP-OLD,,USA
011249,01,19901231,1990,WACKENHUT CORP  -SER A,,USA
011249,01,19911231,1991,WACKENHUT CORP  -SER A,,USA
011257,01,19901231,1990,FRONTIER OIL CORP,,USA
011257,01,19911231,1991,FRONTIER OIL CORP,,USA
011259,01,19900131,1989,WALMART INC,,USA
011259,01,19910131,1990,WALMART INC,,USA
011261,01,19901231,1990,WALBRO CORP,,USA
011261,01,19911231,1991,WALBRO CORP,,USA
011264,01,19900831,1990,WALGREENS BOOTS ALLIANCE INC,,USA
011264,01,19910831,1991,WALGREENS BOOTS ALLIANCE INC,,USA
011265,01,19901031,1990,WALKER (B.B.) CO,,USA
011265,01,19911031,1991,WALKER (B.B.) CO,,USA
011267,01,19901130,1990,WALKER FINANCIAL CORP,,USA
011267,01,19911130,1991,WALKER FINANCIAL CORP,,USA
011270,01,19900228,1989,WALL TO WALL SOUND & VIDEO,,USA
011271,01,19900731,1990,WALLACE COMPUTER SVCS INC,,USA
011271,01,19910731,1991,WALLACE COMPUTER SVCS INC,,USA
011278,01,19900630,1990,WANG LABS INC,,USA
011278,01,19910630,1991,WANG LABS INC,,USA
011286,01,19901031,1990,COVER-ALL TECHNOLOGIES INC,,USA
011286,01,19911031,1991,COVER-ALL TECHNOLOGIES INC,,USA
011288,01,19901231,1990,WARNER-LAMBERT CO,,USA
011288,01,19911231,1991,WARNER-LAMBERT CO,,USA
011295,01,19900930,1990,WASHINGTON ENERGY CO,,USA
011295,01,19910930,1991,WASHINGTON ENERGY CO,,USA
011296,01,19900930,1990,WGL HOLDINGS INC,,USA
011296,01,19910930,1991,WGL HOLDINGS INC,,USA
011298,01,19901231,1990,WASHINGTON NATIONAL CORP,,USA
011298,01,19911231,1991,WASHINGTON NATIONAL CORP,,USA
011300,01,19901231,1990,GRAHAM HOLDINGS CO,,USA
011300,01,19911231,1991,GRAHAM HOLDINGS CO,,USA
011301,01,19901231,1990,WASHINGTON REIT,,USA
011301,01,19911231,1991,WASHINGTON REIT,,USA
011302,01,19900831,1990,WSI INDUSTRIES INC,,USA
011302,01,19910831,1991,WSI INDUSTRIES INC,,USA
011304,01,19901231,1990,AVISTA CORP,,USA
011304,01,19911231,1991,AVISTA CORP,,USA
011306,01,19901231,1990,WASTE MANAGEMENT INC-OLD,,USA
011306,01,19911231,1991,WASTE MANAGEMENT INC-OLD,,USA
011310,01,19900131,1989,ZAREBA SYSTEMS INC,,USA
011310,01,19910131,1990,ZAREBA SYSTEMS INC,,USA
011310,01,19910630,1991,ZAREBA SYSTEMS INC,,USA
011312,01,19901231,1990,WATKINS-JOHNSON,,USA
011312,01,19911231,1991,WATKINS-JOHNSON,,USA
011313,01,19901231,1990,WATSCO INC,,USA
011313,01,19911231,1991,WATSCO INC,,USA
011315,01,19900831,1990,WAUSAU PAPER CORP,,USA
011315,01,19910831,1991,WAUSAU PAPER CORP,,USA
011316,01,19901231,1990,WAVERLY INC,,USA
011316,01,19911231,1991,WAVERLY INC,,USA
011317,01,19900930,1990,WAVETEK CORP-OLD,,USA
011318,01,19900630,1990,WAXMAN INDUSTRIES,,USA
011318,01,19910630,1991,WAXMAN INDUSTRIES,,USA
011319,01,19901231,1990,SIGNAL APPAREL CO,,USA
011319,01,19911231,1991,SIGNAL APPAREL CO,,USA
011321,01,19901231,1990,WEAN INC/PA,,USA
011321,01,19911231,1991,WEAN INC/PA,,USA
011323,01,19901231,1990,WEATHERFORD ENTERRA INC,,USA
011323,01,19911231,1991,WEATHERFORD ENTERRA INC,,USA
011328,01,19900630,1990,WEBB (DEL E) CORP,,USA
011328,01,19910630,1991,WEBB (DEL E) CORP,,USA
011333,01,19900331,1989,WEDCO TECHNOLOGY INC,,USA
011333,01,19910331,1990,WEDCO TECHNOLOGY INC,,USA
011336,01,19900331,1989,WEIGH-TRONIX INC,,USA
011336,01,19910331,1990,WEIGH-TRONIX INC,,USA
011340,01,19901231,1990,WEINGARTEN REALTY INVST,,USA
011340,01,19911231,1991,WEINGARTEN REALTY INVST,,USA
011343,01,19901231,1990,WEIS MARKETS INC,,USA
011343,01,19911231,1991,WEIS MARKETS INC,,USA
011344,01,19901231,1990,WEDGESTONE FINANCIAL,,USA
011344,01,19911231,1991,WEDGESTONE FINANCIAL,,USA
011349,01,19900228,1989,WELDOTRON CORP,,USA
011349,01,19910228,1990,WELDOTRON CORP,,USA
011351,01,19900630,1990,WELLCO ENTERPRISES,,USA
011351,01,19910630,1991,WELLCO ENTERPRISES,,USA
011359,01,19901231,1990,WELLS FARGO & CO -OLD,,USA
011359,01,19911231,1991,WELLS FARGO & CO -OLD,,USA
011361,01,19901231,1990,AG&E HOLDINGS INC,,USA
011361,01,19911231,1991,AG&E HOLDINGS INC,,USA
011363,01,19900331,1989,WELLS AMERICAN CORP,,USA
011366,01,19901231,1990,WENDY'S INTERNATIONAL INC,,USA
011366,01,19911231,1991,WENDY'S INTERNATIONAL INC,,USA
011371,01,19901231,1990,WESCO FINANCIAL CORP,,USA
011371,01,19911231,1991,WESCO FINANCIAL CORP,,USA
011376,01,19901231,1990,WEST PHARMACEUTICAL SVSC INC,,USA
011376,01,19911231,1991,WEST PHARMACEUTICAL SVSC INC,,USA
011379,01,19901231,1990,WEST POINT-PEPPERELL,,USA
011379,01,19911231,1991,WEST POINT-PEPPERELL,,USA
011384,01,19901231,1990,USHEALTH GROUP INC,,USA
011384,01,19911231,1991,USHEALTH GROUP INC,,USA
011399,01,19900630,1990,WESTERN DIGITAL CORP,,USA
011399,01,19910630,1991,WESTERN DIGITAL CORP,,USA
011403,01,19901231,1990,WESTERN PROPERTIES TRUST,,USA
011403,01,19911231,1991,WESTERN PROPERTIES TRUST,,USA
011407,01,19900331,1989,SAVOIR TECHNOLOGY GROUP INC,,USA
011407,01,19901231,1990,SAVOIR TECHNOLOGY GROUP INC,,USA
011407,01,19911231,1991,SAVOIR TECHNOLOGY GROUP INC,,USA
011408,01,19900930,1990,WESTERN MICROWAVE INC,,USA
011408,01,19910930,1991,WESTERN MICROWAVE INC,,USA
011424,01,19900228,1989,PIERRE FOODS INC,,USA
011424,01,19910228,1990,PIERRE FOODS INC,,USA
011427,01,19901231,1990,NEW VALLEY CORP,,USA
011427,01,19911231,1991,NEW VALLEY CORP,,USA
011429,01,19900630,1990,WESTERN WASTE INDUSTRIES,,USA
011429,01,19910630,1991,WESTERN WASTE INDUSTRIES,,USA
011436,01,19901231,1990,CBS CORP -OLD,,USA
011436,01,19911231,1991,CBS CORP -OLD,,USA
011440,01,19901231,1990,WESTMORELAND COAL CO,,USA
011440,01,19911231,1991,WESTMORELAND COAL CO,,USA
011446,01,19901031,1990,MEADWESTVACO CORP,,USA
011446,01,19911031,1991,MEADWESTVACO CORP,,USA
011450,01,19901130,1990,WESTWOOD ONE INC  -OLD,,USA
011450,01,19911130,1991,WESTWOOD ONE INC  -OLD,,USA
011452,01,19900630,1990,WESTWORLD RESOURCES INC,,USA
011453,01,19900331,1989,WETTERAU INC,,USA
011453,01,19910331,1990,WETTERAU INC,,USA
011455,01,19901231,1990,WEYCO GROUP INC,,USA
011455,01,19911231,1991,WEYCO GROUP INC,,USA
011456,01,19901231,1990,WEYERHAEUSER CO,,USA
011456,01,19911231,1991,WEYERHAEUSER CO,,USA
011462,01,19901231,1990,HANDY & HARMAN LTD,,USA
011462,01,19911231,1991,HANDY & HARMAN LTD,,USA
011465,01,19901231,1990,WHIRLPOOL CORP,,USA
011465,01,19911231,1991,WHIRLPOOL CORP,,USA
011475,01,19901231,1990,WHITEHALL CORP,,USA
011475,01,19911231,1991,WHITEHALL CORP,,USA
011478,01,19901231,1990,WHITING PETROLEUM CORP-OLD,,USA
011480,01,19900331,1989,WHITMAN EDUCATION GROUP INC,,USA
011480,01,19910331,1990,WHITMAN EDUCATION GROUP INC,,USA
011482,01,19911231,1991,WHITNEY HOLDING CORP,,USA
011484,01,19900331,1989,WICAT SYSTEMS INC,,USA
011484,01,19910331,1990,WICAT SYSTEMS INC,,USA
011493,01,19900131,1989,WIENER ENTERPRISES INC,,USA
011493,01,19910131,1990,WIENER ENTERPRISES INC,,USA
011494,01,19901231,1990,WILAND SERVICES INC,,USA
011494,01,19911231,1991,WILAND SERVICES INC,,USA
011499,01,19900430,1989,WILEY (JOHN) & SONS  -CL A,,USA
011499,01,19910430,1990,WILEY (JOHN) & SONS  -CL A,,USA
011502,01,19901231,1990,WILLAMETTE INDUSTRIES,,USA
011502,01,19911231,1991,WILLAMETTE INDUSTRIES,,USA
011503,01,19901231,1990,REXEL INC,,USA
